,Unnamed: 0,Rooms_Available,Total_Rooms,Price_per_Bed,Baths,Pet_Friendly,Square_Footage,Furnished,Parking_Included,Distance_to_Uni_km,Walk_Score,Transit_Score,Lease_Term_Months,Noise_Level,Internet_Available,Pet_Friendly_int,Furnished_int,Parking_Included_int,Internet_Available_int,Room_Density,Sqft_per_Room,Bathroom_Ratio,Available_Room_Pct,Room_Size_Variation,Occupancy_Rate,Bathroom_Accessibility,Total_Space_per_Bath,Room_Size_Score,Compactness_Index,Is_Studio,Is_High_Density,Luxury_Bath,Is_Overcrowded,Has_Extra_Bath,Is_Spacious,Is_Balanced,Is_New_Renovated,Is_Shared_Setup,Is_Luxury_Setup,Walk_Time,Bike_Time,Within_0.5km,Within_1km,Within_2km,Within_3km,Within_5km,Accessibility_Gap,Walk_Transit_Ratio,Accessibility_Score,Short_Lease_Flag,Long_Lease_Flag,Academic_Year_Lease,Amenity_Score,Missing_Amenities,Premium_Amenity_Count,Furnished_X_Parking,Furnished_X_Internet,Furnished_X_Pet,Parking_X_Internet,Parking_X_Pet,Internet_X_Pet,Has_1_Amenities,Has_2_Amenities,Has_3_Amenities,Has_4_Amenities,Luxury_Bath_Low_Amenities,High_Amenity_Small_Space,Low_Amenity_Large_Space,High_Density_Small,Low_Density_Large,Overcrowded_Flag,High_Amenity_Remote,Outlier_Rooms_Available,Extreme_Rooms_Available,Outlier_Total_Rooms,Extreme_Total_Rooms,Outlier_Price_per_Bed,Extreme_Price_per_Bed,Outlier_Baths,Extreme_Baths,Outlier_Square_Footage,Extreme_Square_Footage,Outlier_Distance_to_Uni_km,Extreme_Distance_to_Uni_km,Outlier_Walk_Score,Extreme_Walk_Score,Outlier_Transit_Score,Extreme_Transit_Score,Gender_Male Only,Sqft_Tier_large,Sqft_Tier_medium,Sqft_Tier_micro,Sqft_Tier_small,Sqft_Tier_spacious,Room_Tier_2bed,Room_Tier_3bed,Room_Tier_4+bed,Room_Tier_studio,Bath_Tier_1.5,Bath_Tier_2,Bath_Tier_3+,Uni_Proximity_commute,Uni_Proximity_on_campus,Uni_Proximity_transit,Uni_Proximity_walkable,Walk_Score_Tier_below_avg,Walk_Score_Tier_excellent,Walk_Score_Tier_good,Walk_Score_Tier_poor,Transit_Score_Tier_below_avg,Transit_Score_Tier_excellent,Transit_Score_Tier_good,Transit_Score_Tier_poor,Lease_Term_Tier_4-6,Lease_Term_Tier_7-9,Price
10,10,1,2,1200.0,1,1,722,1,0,2.68,77,42,12,20.0,1,1,1,0,1,0.0027662517289073,343.8095238095238,0.4761904761904761,0.4975124378109453,361.0,0.5024875621890547,0.722,656.3636363636363,5.992477318945783,0.0055325034578146,0,0,0,0,0,0,1,1,0,0,40.2,13.4,0,0,0,1,1,35,1.7906976744186047,63.0,0,0,0,3,1,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.0835958409988994,0,0.2196564872355559,0,0.3656595037421692,0,0.4923871401248734,0,0.6725706643154047,0,1.6934656697683907,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1200.0
11,11,1,5,900.0,1,0,624,1,1,2.25,54,89,12,20.0,1,0,1,1,1,0.008,122.3529411764706,0.196078431372549,0.1996007984031936,124.8,0.8003992015968064,0.624,567.2727272727273,3.5929776068157087,0.04,0,0,0,1,0,0,0,0,1,0,33.75,11.25,0,0,0,1,1,35,0.6,68.0,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.013739881107568,0,0.2196564872355559,0,0.063423760541985,0,0.0879693367850796,0,0.6038651207538509,0,1.246035991387364,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900.0
12,12,1,4,875.0,1,0,450,1,1,1.42,65,87,12,45.1,1,0,1,1,1,0.0088691796008869,109.75609756097562,0.2439024390243902,0.2493765586034912,112.5,0.7506234413965087,0.45,409.09090909090907,3.797268159453102,0.0354767184035476,0,0,0,1,0,0,0,0,1,0,21.3,7.1,0,0,1,1,1,22,0.7386363636363636,73.80000000000001,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,0.1562175408381111,0,0.0079185511166238,0,0.2196564872355559,0,0.8252654746791569,0,0.6926510743126615,0,0.0066041677575322,0,1.1209508143169062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,875.0
13,13,1,4,900.0,1,0,502,1,0,1.3,91,77,12,20.0,1,0,1,0,1,0.0079522862823061,122.43902439024392,0.2439024390243902,0.2493765586034912,125.5,0.7506234413965087,0.502,456.3636363636363,3.865069986261086,0.0318091451292246,0,0,0,1,0,0,0,0,1,0,19.5,6.5,0,0,1,1,1,14,1.1666666666666667,85.4,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.1562175408381111,0,0.013739881107568,0,0.2196564872355559,0,0.5975886405691975,0,0.8055118566400457,0,1.4495315769662558,0,0.4955249289646181,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900.0
14,14,1,5,705.0,1,0,527,1,1,1.43,85,54,12,20.0,1,0,1,1,1,0.0094696969696969,103.33333333333334,0.196078431372549,0.1996007984031936,105.4,0.8003992015968064,0.527,479.09090909090907,3.498849254809397,0.0473484848484848,0,0,0,1,0,0,0,0,1,0,21.45,7.15,0,0,1,1,1,31,1.5454545454545454,72.6,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0316664928217972,0,0.2196564872355559,0,0.4881286241701785,0,0.6832460091187128,0,1.1165483286873197,0,0.9429546073456448,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0
15,15,4,4,1088.75,4,0,428,1,1,3.24,74,52,8,31.5,1,0,1,1,1,0.0093240093240093,104.39024390243904,0.9756097560975612,0.9975062344139652,26.75,0.0024937655860348,1.712,104.39024390243904,3.766194938058046,0.0372960372960372,0,0,1,1,0,0,1,0,0,0,48.6,16.200000000000003,0,0,0,0,1,22,1.3962264150943395,65.2,0,0,1,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2.431990034392892,0,0.1562175408381111,0,0.0576909225391973,0,5.601628510173173,1,0.9215902891102936,0,1.019070790986,0,0.5060790401759365,0,1.0680397844161025,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4355.0
16,16,4,4,1088.75,4,0,597,1,1,2.33,62,58,8,20.0,1,0,1,1,1,0.0066889632107023,145.609756097561,0.9756097560975612,0.9975062344139652,37.3125,0.0024937655860348,2.388,145.609756097561,3.972561292706855,0.0267558528428093,0,0,1,1,0,0,1,0,0,0,34.95,11.65,0,0,0,1,1,4,1.0508474576271187,60.4,0,0,1,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2.431990034392892,0,0.1562175408381111,0,0.0576909225391973,0,5.601628510173173,1,0.1816405782529255,0,0.1632098583366692,0,0.1598874563819358,0,0.6927842532047296,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4355.0
17,17,4,4,1088.75,4,1,433,1,0,0.71,92,49,12,20.0,1,1,1,0,1,0.0092165898617511,105.609756097561,0.9756097560975612,0.9975062344139652,27.0625,0.0024937655860348,1.732,105.609756097561,3.773394728172884,0.0368663594470046,0,0,1,1,0,0,1,0,0,0,10.65,3.55,0,1,1,1,1,43,1.84,74.8,0,0,0,3,1,2,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2.431990034392892,0,0.1562175408381111,0,0.0576909225391973,0,5.601628510173173,1,0.8996982858304897,0,1.3604107030830184,0,1.5050287850127453,0,1.2556675500217889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4355.0
18,18,1,5,1000.0,1,0,439,1,1,0.52,59,92,4,22.34,1,0,1,1,1,0.0113636363636363,86.07843137254902,0.196078431372549,0.1996007984031936,87.8,0.8003992015968064,0.439,399.09090909090907,3.3970936565133245,0.0568181818181818,0,0,0,1,0,0,0,0,1,0,7.800000000000001,2.6,0,1,1,1,1,33,0.6344086021505376,72.2,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0370252010713451,0,0.2196564872355559,0,0.8734278818947252,0,1.5391069417680434,0,0.326379080521404,0,1.4336637569930504,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1000.0
19,19,1,3,1000.0,1,1,627,1,0,2.45,66,62,12,20.0,1,1,1,0,1,0.0047770700636942,202.25806451612905,0.3225806451612903,0.3322259136212624,209.0,0.6677740863787376,0.627,570.0,4.647310374445814,0.0143312101910828,0,0,0,0,0,0,0,0,1,0,36.75,12.25,0,0,0,1,1,4,1.0476190476190477,64.4,0,0,0,3,1,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.6952704767874257,0,0.0370252010713451,0,0.2196564872355559,0,0.0502885585741027,0,0.2760706406640535,0,0.0621013758040215,0,0.4426138990638142,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20,20,1,2,1125.0,1,0,658,1,0,2.37,90,63,8,40.49,1,0,1,0,1,0.0030349013657056,313.3333333333333,0.4761904761904761,0.4975124378109453,329.0,0.5024875621890547,0.658,598.1818181818181,5.908111170294174,0.0060698027314112,0,0,0,0,0,0,1,1,0,0,35.550000000000004,11.85,0,0,0,1,1,27,1.40625,79.2,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.0661318510260665,0,0.2196564872355559,0,0.0854418617606807,0,0.200830119112464,0,1.3940343689197665,0,0.3800713105285854,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1125.0
21,21,1,5,1282.0,1,0,666,1,1,0.31,92,42,8,20.0,1,0,1,1,1,0.0074962518740629,130.58823529411765,0.196078431372549,0.1996007984031936,133.2,0.8003992015968064,0.666,605.4545454545454,3.629276226857183,0.0374812593703148,0,0,0,1,0,0,0,0,1,0,4.65,1.55,1,1,1,1,1,50,2.13953488372093,72.0,0,0,1,3,1,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.1026898033691966,0,0.2196564872355559,0,0.1204690670083667,0,1.7366133108409658,0,1.5050287850127453,0,1.6934656697683907,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1282.0
22,22,1,5,1220.0,1,1,619,1,1,2.18,27,55,8,25.34,1,1,1,1,1,0.0080645161290322,121.37254901960785,0.196078431372549,0.1996007984031936,123.8,0.8003992015968064,0.619,562.7272727272726,3.5884947664371816,0.0403225806451612,0,0,0,1,0,0,0,0,1,0,32.7,10.9,0,0,0,1,1,28,0.4821428571428571,38.2,0,0,1,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0882529049916548,0,0.2196564872355559,0,0.0853157638217888,0,0.022133880427439,0,2.102289738009064,0,0.880412018810416,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1220.0
23,23,1,3,950.0,1,0,488,1,0,3.89,45,49,8,34.76,1,0,1,0,1,0.0061349693251533,157.4193548387097,0.3225806451612903,0.3322259136212624,162.66666666666666,0.6677740863787376,0.488,443.6363636363636,4.4668453274761175,0.0184049079754601,0,0,0,1,0,0,0,0,1,0,58.35,19.45,0,0,0,0,1,4,0.9,46.6,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.6952704767874257,0,0.0253825410894566,0,0.2196564872355559,0,0.6588862497526481,0,1.6304000285926643,0,1.1033399931722552,0,1.2556675500217889,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,950.0
24,24,2,5,362.5,1,1,581,1,0,1.88,67,63,12,20.0,1,1,1,0,1,0.0085910652920962,113.921568627451,0.196078431372549,0.3992015968063872,58.1,0.6007984031936128,0.581,528.1818181818181,3.553194810503393,0.0429553264604811,0,0,0,1,0,0,0,0,1,0,28.2,9.4,0,0,1,1,1,4,1.046875,65.4,0,0,0,3,1,2,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.5267882839871795,0,0.3828353951112034,0,0.1114187136977338,0,0.2196564872355559,0,0.2516949887482976,0,0.2600180753910219,0,0.1175985838505109,0,0.3800713105285854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0
25,25,1,4,750.0,1,1,641,1,1,0.49,67,87,12,20.0,1,1,1,1,1,0.0062305295950155,156.34146341463415,0.2439024390243902,0.2493765586034912,160.25,0.7506234413965087,0.641,582.7272727272726,4.016674550628034,0.0249221183800623,0,0,0,1,0,0,0,0,1,0,7.35,2.45,1,1,1,1,1,20,0.7613636363636364,75.0,0,0,0,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4258125912156768,0,0.1562175408381111,0,0.0211880988380975,0,0.2196564872355559,0,0.0110090506093478,0,1.5673221373498891,0,0.1175985838505109,0,1.1209508143169062,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,750.0
26,26,4,4,186.25,1,0,1173,1,0,1.75,83,81,8,40.51,1,0,1,0,1,0.0034071550255536,286.0975609756098,0.2439024390243902,0.9975062344139652,73.3125,0.0024937655860348,1.173,1066.3636363636365,4.391702187317185,0.0136286201022146,0,0,0,0,0,0,0,0,1,0,26.25,8.75,0,0,1,1,1,2,1.0121951219512195,82.19999999999999,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.431990034392892,0,0.1562175408381111,0,0.152459090133891,0,0.2196564872355559,0,2.3403181995804707,0,0.3822839229123547,0,1.005553912594341,0,0.7456952831055333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,745.0
